abbr,name,plate,label_index,ap_bregma_mm,ml_mm,ml_abs_mm,dv_mm,position_from,box_cx_frac,box_cy_frac,box_w_frac,box_h_frac,leader_tip_x_frac,leader_tip_y_frac
V2M,"secondary visual cortex, medial area",36,0,-4.45,-2.2,2.2,-0.69,label box,0.3585,0.192,0.0164,0.0114,,
V2M,"secondary visual cortex, medial area",36,1,-4.45,2.24,2.24,-0.84,label box,0.5888,0.204,0.0164,0.0114,,
VS,ventral subiculum,36,0,-4.45,5.26,5.26,-5.74,label box,0.7451,0.5997,0.0098,0.0119,,
VS,ventral subiculum,36,1,-4.45,-5.07,5.07,-6.08,label box,0.2098,0.6276,0.0098,0.0119,,
Zo,zonal layer of the superior colliculus,36,0,-4.45,-1,1,-1.69,label box,0.421,0.2727,0.0084,0.0114,,
Zo,zonal layer of the superior colliculus,36,1,-4.45,0.78,0.78,-1.67,label box,0.5129,0.2716,0.0084,0.0114,,
alv,alveus of the hippocampus,36,0,-4.45,-4.76,4.76,-2.66,label box,0.2259,0.3509,0.0098,0.0114,,
alv,alveus of the hippocampus,36,1,-4.45,4.8,4.8,-2.67,label box,0.7215,0.3518,0.0098,0.0119,,
bic,brachium of the inferior colliculus,36,0,-4.45,-2.65,2.65,-4.84,label box,0.3356,0.5273,0.0098,0.0114,,
bic,brachium of the inferior colliculus,36,1,-4.45,2.63,2.63,-4.94,label box,0.6092,0.5355,0.0098,0.0119,,
cp,cerebral peduncle,36,0,-4.45,1.54,1.54,-7.14,label box,0.5523,0.7128,0.008,0.0119,,
cp,cerebral peduncle,36,1,-4.45,-1.32,1.32,-7.22,label box,0.4043,0.7193,0.0084,0.0114,,
csc,commissure of the superior colliculus,36,0,-4.45,-0.04,0.04,-3.3,label box,0.4709,0.4031,0.0124,0.0097,,
dcw,deep cerebral white matter,36,0,-4.45,4.57,4.57,-2.4,label box,0.7095,0.3299,0.0149,0.0114,,
dcw,deep cerebral white matter,36,1,-4.45,-4.69,4.69,-2.49,label box,0.2299,0.3373,0.0149,0.0114,,
dhc,dorsal hippocampal commissure,36,0,-4.45,-2.7,2.7,-1.69,label box,0.333,0.2728,0.0127,0.0119,,
dhc,dorsal hippocampal commissure,36,1,-4.45,2.83,2.83,-1.8,label box,0.6193,0.2819,0.0131,0.0119,,
dtgx,dorsal tegmental decussation,36,0,-4.45,0.02,0.02,-5.78,label box,0.4737,0.6035,0.0152,0.0142,,
fmj,forceps major of the corpus callosum,36,0,-4.45,-2.18,2.18,-1.36,label box,0.3596,0.2463,0.0113,0.0142,,
fmj,forceps major of the corpus callosum,36,1,-4.45,2.19,2.19,-1.45,label box,0.5863,0.2531,0.0113,0.0142,,
fr,fasciculus retroflexus,36,0,-4.45,-0.28,0.28,-6.68,label box,0.458,0.6761,0.0055,0.0114,,
fr,fasciculus retroflexus,36,1,-4.45,0.37,0.37,-6.67,label box,0.492,0.675,0.0051,0.0114,,
mRt,mesencehalic reticular formation,36,0,-4.45,-1.82,1.82,-4.96,label box,0.3783,0.5372,0.0153,0.0119,,
mRt,mesencehalic reticular formation,36,1,-4.45,1.59,1.59,-4.94,label box,0.5552,0.5353,0.0156,0.0119,,
ml,medial lemniscus,36,0,-4.45,-1.07,1.07,-6.3,label box,0.4175,0.6452,0.0116,0.0199,,
ml,medial lemniscus,36,1,-4.45,1.15,1.15,-6.29,label box,0.5323,0.6446,0.008,0.0108,,
mp,mammillary peduncle,36,0,-4.45,0.65,0.65,-6.96,label box,0.5062,0.6983,0.0102,0.0273,,
mp,mammillary peduncle,36,1,-4.45,-0.62,0.62,-6.91,label box,0.4407,0.6949,0.0109,0.0119,,
rf,rhinal fissure,36,0,-4.45,-6.89,6.89,-6.04,label box,0.1157,0.6244,0.0055,0.0114,,
rf,rhinal fissure,36,1,-4.45,6.68,6.68,-6.01,label box,0.819,0.6222,0.0051,0.0114,,
vtgx,ventral tegmental decussation,36,0,-4.45,0.04,0.04,-6.27,label box,0.4746,0.643,0.0149,0.0136,,
3N,oculomotor nucleus,37,0,-4.8,-0.21,0.21,-5.08,label box,0.4617,0.5467,0.0094,0.0119,,
3N,oculomotor nucleus,37,1,-4.8,0.17,0.17,-5.08,label box,0.4815,0.5467,0.0098,0.0119,,
3n,oculomotor nerve,37,0,-4.8,-1.1,1.1,-6.45,label box,0.4155,0.6574,0.0084,0.0114,,
3n,oculomotor nerve,37,1,-4.8,1.11,1.11,-6.45,label box,0.53,0.6574,0.0084,0.0114,,
Aq,aqueduct,37,0,-4.8,-0.01,0.01,-3.92,label box,0.4723,0.4532,0.0094,0.0148,,
BIC,nucleus of the brachium of the inferior colliculus,37,0,-4.8,-2.7,2.7,-4.17,label box,0.3328,0.4733,0.0116,0.0114,,
BIC,nucleus of the brachium of the inferior colliculus,37,1,-4.8,2.65,2.65,-4.22,label box,0.6103,0.4776,0.012,0.0119,,
CEnt,caudomedial entothinal cortex,37,0,-4.8,4.39,4.39,-6.64,label box,0.7002,0.673,0.0167,0.0119,,
CEnt,caudomedial entothinal cortex,37,1,-4.8,-4.2,4.2,-6.73,label box,0.2551,0.6799,0.0167,0.0125,,
CLi,caudal linear nucleus of the raphe,37,0,-4.8,0.01,0.01,-5.95,label box,0.4732,0.6168,0.0113,0.0125,,
DLPAG,dorsolateral periaqueductal gray,37,0,-4.8,-0.77,0.77,-3.58,label box,0.4328,0.4259,0.0247,0.0119,,
DLPAG,dorsolateral periaqueductal gray,37,1,-4.8,0.74,0.74,-3.59,label box,0.5109,0.4264,0.0247,0.0119,,
DMPAG,dorsomedial periaqueductal gray,37,0,-4.8,-0.02,0.02,-3.44,label box,0.4718,0.4145,0.0273,0.0119,,
DR,dorsal raphe nucleus,37,0,-4.8,0.01,0.01,-5.29,label box,0.4732,0.564,0.0105,0.0114,,
DpG,deep gray layer of the superior colliculus,37,0,-4.8,0.8,0.8,-2.87,label box,0.5144,0.3679,0.0149,0.0142,,
DpG,deep gray layer of the superior colliculus,37,1,-4.8,-1.03,1.03,-2.93,label box,0.4195,0.3727,0.0149,0.0148,,
DpWh,deep white layer of the superior colliculus,37,0,-4.8,-1.24,1.24,-4.21,label box,0.4086,0.4767,0.0214,0.0114,,
DpWh,deep white layer of the superior colliculus,37,1,-4.8,1.22,1.22,-4.27,label box,0.5362,0.4815,0.0214,0.0142,,
EW,Edinger–Westphal nucleus,37,0,-4.8,0.01,0.01,-4.85,label box,0.473,0.5279,0.0116,0.0119,,
Ect,ectorhinal cortex,37,0,-4.8,-6.56,6.56,-4.54,label box,0.1326,0.5028,0.0109,0.0114,,
Ect,ectorhinal cortex,37,1,-4.8,6.42,6.42,-4.56,label box,0.8056,0.5048,0.0109,0.0119,,
IF,interfascicular nucleus,37,0,-4.8,-0.03,0.03,-6.51,label box,0.4711,0.6625,0.0055,0.0114,,
IPC,"interpeduncular nucleus, caudal subnucleus",37,0,-4.8,-0.03,0.03,-7.06,label box,0.4713,0.7071,0.0116,0.0119,,
IPL,"interpeduncular nucleus, lateral subnucleus",37,0,-4.8,0.29,0.29,-6.95,leader tip,0.4964,0.719,0.0109,0.0165,0.4877,0.6976
IPR,"interpeduncular nucleus, rostral subnucleus",37,0,-4.8,-0.04,0.04,-6.74,label box,0.4706,0.6805,0.012,0.0114,,
InC,interstitial nucleus of Cajal,37,0,-4.8,-0.75,0.75,-4.59,label box,0.4337,0.5071,0.0113,0.0119,,
InC,interstitial nucleus of Cajal,37,1,-4.8,0.76,0.76,-4.62,label box,0.512,0.5099,0.0109,0.0119,,
InG,intermediate gray layer of the superior colliculus,37,0,-4.8,-1.06,1.06,-2.35,label box,0.4179,0.3264,0.0116,0.0119,,
InG,intermediate gray layer of the superior colliculus,37,1,-4.8,0.74,0.74,-2.3,label box,0.5111,0.3224,0.0113,0.0119,,
InWh,intermediate white layer of the superior colliculus,37,0,-4.8,0.79,0.79,-2.56,label box,0.5136,0.3432,0.0178,0.0114,,
InWh,intermediate white layer of the superior colliculus,37,1,-4.8,-1.03,1.03,-2.6,label box,0.4195,0.3466,0.0178,0.0114,,
LEnt,lateral entorhinal cortex,37,0,-4.8,-5.77,5.77,-5.94,label box,0.1737,0.6165,0.016,0.0114,,
LEnt,lateral entorhinal cortex,37,1,-4.8,5.94,5.94,-5.94,label box,0.7805,0.6159,0.016,0.0114,,
LPAG,lateral periaqueductal gray,37,0,-4.8,-0.71,0.71,-4.05,label box,0.4357,0.4634,0.0189,0.0119,,
LPAG,lateral periaqueductal gray,37,1,-4.8,0.62,0.62,-4.06,label box,0.5047,0.4643,0.0192,0.0119,,
MEnt,medial entorhinal cortex,37,0,-4.8,5.08,5.08,-6.54,label box,0.7362,0.6645,0.0182,0.0119,,
MoDG,molecular layer of the dentate gyrus,37,0,-4.8,-4.66,4.66,-4.15,label box,0.2313,0.4713,0.0222,0.0119,,
MoDG,molecular layer of the dentate gyrus,37,1,-4.8,4.68,4.68,-4.2,label box,0.7151,0.4759,0.0218,0.0119,,
MoS,molecular layer of the subiculum,37,0,-4.8,-4.72,4.72,-3.91,label box,0.2279,0.4523,0.016,0.0119,,
MoS,molecular layer of the subiculum,37,1,-4.8,4.61,4.61,-3.97,label box,0.7115,0.4569,0.016,0.0119,,
Op,optic nerve layer of the superior colliculus,37,0,-4.8,-1.05,1.05,-2.08,label box,0.4182,0.3043,0.0094,0.0142,,
Op,optic nerve layer of the superior colliculus,37,1,-4.8,0.77,0.77,-2.06,label box,0.5124,0.3031,0.0094,0.0142,,
PBP,parabrachial pigmented nucleus of the ventral tegmental area,37,0,-4.8,-0.91,0.91,-6.25,label box,0.4257,0.6409,0.0149,0.0114,,
PBP,parabrachial pigmented nucleus of the ventral tegmental area,37,1,-4.8,0.96,0.96,-6.25,label box,0.5225,0.6415,0.0145,0.0114,,
PIF,parainterfascicular nucleus of the ventral tegmental area,37,0,-4.8,-0.48,0.48,-6.52,label box,0.4479,0.6628,0.0105,0.0119,,
PN,paranigral nucleus of the ventral tegmental area,37,0,-4.8,-0.51,0.51,-6.92,leader tip,0.4444,0.7222,0.0094,0.0114,0.4465,0.6958
PRh,perirhinal cortex,37,0,-4.8,-6.43,6.43,-5.04,label box,0.1397,0.5437,0.0142,0.0114,,
PRh,perirhinal cortex,37,1,-4.8,6.27,6.27,-5.07,label box,0.7978,0.546,0.0142,0.0114,,
PaR,pararubral nucleus,37,0,-4.8,-1.19,1.19,-5.46,label box,0.4112,0.5778,0.0134,0.0114,,
PaR,pararubral nucleus,37,1,-4.8,1.33,1.33,-5.59,label box,0.5418,0.5881,0.0138,0.0114,,
PaS,parasubiculum,37,0,-4.8,4.05,4.05,-6.14,label box,0.6824,0.6321,0.0131,0.0119,,
Post,postsubiculum,37,0,-4.8,2.96,2.96,-2.13,label box,0.6263,0.308,0.0156,0.0114,,
Post,postsubiculum,37,1,-4.8,-3.15,3.15,-2.34,label box,0.3094,0.3253,0.0156,0.0119,,
PrS,presubiculum,37,0,-4.8,-4.13,4.13,-5.49,label box,0.2587,0.5798,0.0116,0.0119,,
PrS,presubiculum,37,1,-4.8,4.25,4.25,-5.53,label box,0.6931,0.5832,0.012,0.0119,,
RMC,"red nucleus, magnocellular part",37,0,-4.8,-0.59,0.59,-5.94,label box,0.4419,0.6162,0.0174,0.0119,,
RMC,"red nucleus, magnocellular part",37,1,-4.8,0.67,0.67,-5.96,label box,0.5074,0.6179,0.0171,0.0119,,
RRF,retrorubral field,37,0,-4.8,-1.49,1.49,-5.9,label box,0.3957,0.6131,0.0145,0.0114,,
RRF,retrorubral field,37,1,-4.8,1.57,1.57,-5.94,label box,0.5543,0.6162,0.0149,0.0119,,
RSD,retrosplenial dysgranular cortex,37,0,-4.8,-1.47,1.47,-0.65,label box,0.3963,0.1889,0.0156,0.0119,,
RSD,retrosplenial dysgranular cortex,37,1,-4.8,1.4,1.4,-0.64,label box,0.5454,0.1884,0.0153,0.0119,,
RSGa,"retrosplenial granular cortex, a region",37,0,-4.8,2.12,2.12,-1.52,label box,0.5827,0.2588,0.02,0.0119,,
RSGa,"retrosplenial granular cortex, a region",37,1,-4.8,-2.19,2.19,-1.5,label box,0.3592,0.2575,0.02,0.0119,,
RSGb,"retrosplenial granular cortex, b region",37,0,-4.8,-1.3,1.3,-1.1,label box,0.4052,0.225,0.0203,0.0114,,
RSGb,"retrosplenial granular cortex, b region",37,1,-4.8,1.24,1.24,-1.08,label box,0.5371,0.2233,0.0203,0.0114,,
SNC,"substantia nigra, compact part",37,0,-4.8,-2.1,2.1,-5.87,label box,0.3641,0.6105,0.0153,0.0119,,
SNC,"substantia nigra, compact part",37,1,-4.8,2.07,2.07,-6.01,label box,0.5801,0.6222,0.0152,0.0119,,
SNR,"substantia nigra, reticular part",37,0,-4.8,-1.77,1.77,-6.59,label box,0.381,0.669,0.0156,0.0119,,
SNR,"substantia nigra, reticular part",37,1,-4.8,1.86,1.86,-6.59,label box,0.5689,0.669,0.0156,0.0119,,
STr,"subiculum, transition area",37,0,-4.8,-5.32,5.32,-4.14,label box,0.1968,0.4707,0.012,0.0119,,
STr,"subiculum, transition area",37,1,-4.8,5.36,5.36,-4.49,label box,0.7504,0.4991,0.0116,0.0119,,
Su3,supraoculomotor periaqueductal gray,37,0,-4.8,-0.27,0.27,-4.68,label box,0.4586,0.5145,0.0138,0.0119,,
Su3,supraoculomotor periaqueductal gray,37,1,-4.8,0.33,0.33,-4.65,label box,0.4898,0.5122,0.0138,0.0119,,
Su3C,supraoculomotor cap,37,0,-4.8,-0.36,0.36,-4.49,label box,0.4541,0.4987,0.0189,0.0125,,
Su3C,supraoculomotor cap,37,1,-4.8,0.46,0.46,-4.49,label box,0.4966,0.4987,0.0189,0.0125,,
SuG,superficial gray layer of the superior colliculus,37,0,-4.8,-1.03,1.03,-1.8,label box,0.4193,0.2818,0.0145,0.0125,,
SuG,superficial gray layer of the superior colliculus,37,1,-4.8,0.77,0.77,-1.77,label box,0.5125,0.2793,0.0142,0.0119,,
SubB,subbrachial nucleus,37,0,-4.8,-2.66,2.66,-5.05,label box,0.3348,0.544,0.0185,0.0119,,
SubB,subbrachial nucleus,37,1,-4.8,2.53,2.53,-5.15,label box,0.6037,0.552,0.0185,0.0119,,
TeA,temporal association cortex,37,0,-4.8,-6.33,6.33,-3.58,label box,0.1446,0.4253,0.0131,0.0119,,
TeA,temporal association cortex,37,1,-4.8,6.38,6.38,-3.61,label box,0.8034,0.4278,0.0131,0.0114,,
V1B,"primary visual cortex, binocular area",37,0,-4.8,-4.69,4.69,-1.8,label box,0.2298,0.2818,0.0149,0.0114,,
V1B,"primary visual cortex, binocular area",37,1,-4.8,4.77,4.77,-1.83,label box,0.7198,0.2841,0.0145,0.0114,,
V1M,"primary visual cortex, monocular area",37,0,-4.8,-3.34,3.34,-1.05,label box,0.2996,0.2213,0.0164,0.0119,,
V1M,"primary visual cortex, monocular area",37,1,-4.8,3.37,3.37,-1.06,label box,0.6471,0.222,0.0163,0.0114,,
V2L,"secondary visual cortex, lateral area",37,0,-4.8,-5.47,5.47,-2.51,label box,0.1895,0.3389,0.0142,0.0119,,
V2L,"secondary visual cortex, lateral area",37,1,-4.8,5.7,5.7,-2.62,label box,0.7683,0.3478,0.0142,0.0119,,
V2M,"secondary visual cortex, medial area",37,0,-4.8,-2.16,2.16,-0.8,label box,0.361,0.2006,0.0164,0.0114,,
V2M,"secondary visual cortex, medial area",37,1,-4.8,2.11,2.11,-0.8,label box,0.5819,0.2006,0.0164,0.0114,,
VLPAG,ventrolateral periaqueductal gray,37,0,-4.8,0.02,0.02,-4.32,label box,0.4738,0.4855,0.0247,0.0119,,
VTA,ventral tegmental area,37,0,-4.8,-0.43,0.43,-6.26,label box,0.4504,0.6423,0.0142,0.0119,,
VTA,ventral tegmental area,37,1,-4.8,0.44,0.44,-6.27,label box,0.4953,0.6426,0.0138,0.0114,,
Zo,zonal layer of the superior colliculus,37,0,-4.8,0.77,0.77,-1.57,label box,0.5125,0.2631,0.0084,0.0114,,
Zo,zonal layer of the superior colliculus,37,1,-4.8,-1.05,1.05,-1.59,label box,0.4185,0.2649,0.0087,0.0119,,
alv,alveus of the hippocampus,37,0,-4.8,-5.58,5.58,-4.82,label box,0.1834,0.5256,0.0098,0.0119,,
alv,alveus of the hippocampus,37,1,-4.8,5.52,5.52,-5.55,label box,0.7589,0.5847,0.0098,0.0119,,
bic,brachium of the inferior colliculus,37,0,-4.8,-2.98,2.98,-4.06,label box,0.3181,0.4645,0.0098,0.0119,,
bic,brachium of the inferior colliculus,37,1,-4.8,2.94,2.94,-4.18,label box,0.6252,0.4739,0.0098,0.0114,,
cp,cerebral peduncle,37,0,-4.8,-1.26,1.26,-7.19,label box,0.4072,0.7173,0.0084,0.0119,,
cp,cerebral peduncle,37,1,-4.8,1.3,1.3,-7.28,label box,0.5403,0.7241,0.008,0.0119,,
dcw,deep cerebral white matter,37,0,-4.8,-4.69,4.69,-2.62,label box,0.2298,0.3483,0.0149,0.0114,,
dcw,deep cerebral white matter,37,1,-4.8,4.81,4.81,-2.47,label box,0.7222,0.3356,0.0149,0.0114,,
dhc,dorsal hippocampal commissure,37,0,-4.8,3.61,3.61,-1.99,label box,0.6598,0.2972,0.0127,0.0119,,
dhc,dorsal hippocampal commissure,37,1,-4.8,-3.66,3.66,-2.17,label box,0.2833,0.3114,0.0127,0.0119,,
dtgx,dorsal tegmental decussation,37,0,-4.8,0.01,0.01,-5.69,label box,0.4733,0.596,0.0149,0.0136,,
fmj,forceps major of the corpus callosum,37,0,-4.8,-2.58,2.58,-1.4,label box,0.3388,0.2498,0.0113,0.0148,,
fmj,forceps major of the corpus callosum,37,1,-4.8,2.54,2.54,-1.43,label box,0.6046,0.2515,0.0113,0.0148,,
mRt,mesencehalic reticular formation,37,0,-4.8,-1.37,1.37,-4.89,label box,0.4015,0.5312,0.0153,0.0114,,
mRt,mesencehalic reticular formation,37,1,-4.8,1.49,1.49,-4.84,label box,0.5498,0.5276,0.0153,0.0119,,
ml,medial lemniscus,37,0,-4.8,-0.92,0.92,-6.6,label box,0.4251,0.6693,0.008,0.0114,,
ml,medial lemniscus,37,1,-4.8,0.88,0.88,-6.6,label box,0.5182,0.6693,0.008,0.0114,,
rf,rhinal fissure,37,0,-4.8,-6.69,6.69,-5.58,label box,0.1261,0.5875,0.0051,0.0114,,
rf,rhinal fissure,37,1,-4.8,6.57,6.57,-5.62,label box,0.8132,0.5903,0.0051,0.0114,,
vtgx,ventral tegmental decussation,37,0,-4.8,0.02,0.02,-6.25,label box,0.4737,0.6409,0.0149,0.0136,,
3N,oculomotor nucleus,38,0,-5.15,-0.2,0.2,-5.02,label box,0.4626,0.542,0.0094,0.0114,,
3N,oculomotor nucleus,38,1,-5.15,0.13,0.13,-5.03,label box,0.4797,0.5426,0.0094,0.0114,,
Aq,aqueduct,38,0,-5.15,0.04,0.04,-3.83,label box,0.4746,0.4457,0.0094,0.0142,,
CEnt,caudomedial entothinal cortex,38,0,-5.15,-3.88,3.88,-6.19,label box,0.2718,0.6361,0.0167,0.0119,,
CEnt,caudomedial entothinal cortex,38,1,-5.15,4.12,4.12,-6.31,label box,0.686,0.6463,0.0167,0.0119,,
CLi,caudal linear nucleus of the raphe,38,0,-5.15,0.01,0.01,-6.08,label box,0.4735,0.6278,0.0109,0.0114,,
DLPAG,dorsolateral periaqueductal gray,38,0,-5.15,-0.71,0.71,-3.43,label box,0.436,0.4134,0.0247,0.0119,,
DLPAG,dorsolateral periaqueductal gray,38,1,-5.15,0.78,0.78,-3.43,label box,0.5131,0.4131,0.0247,0.0114,,
DMPAG,dorsomedial periaqueductal gray,38,0,-5.15,0.05,0.05,-3.23,label box,0.4755,0.3972,0.0276,0.0119,,
DR,dorsal raphe nucleus,38,0,-5.15,0.02,0.02,-5.32,label box,0.4738,0.5659,0.0102,0.0114,,
DpG,deep gray layer of the superior colliculus,38,0,-5.15,0.94,0.94,-2.72,label box,0.5213,0.356,0.0149,0.0142,,
DpG,deep gray layer of the superior colliculus,38,1,-5.15,-0.94,0.94,-2.69,label box,0.4241,0.3538,0.0149,0.0148,,
DpWh,deep white layer of the superior colliculus,38,0,-5.15,1.4,1.4,-4.04,label box,0.5452,0.4631,0.0214,0.0136,,
DpWh,deep white layer of the superior colliculus,38,1,-5.15,-1.16,1.16,-4.14,label box,0.4125,0.4711,0.0214,0.0142,,
ECIC,external cortex of the inferior colliculus,38,0,-5.15,-2.52,2.52,-3.9,label box,0.3421,0.4514,0.0164,0.0119,,
ECIC,external cortex of the inferior colliculus,38,1,-5.15,2.56,2.56,-3.96,label box,0.6056,0.4565,0.0164,0.0119,,
EW,Edinger–Westphal nucleus,38,0,-5.15,0.02,0.02,-4.59,label box,0.4738,0.5074,0.0116,0.0114,,
Ect,ectorhinal cortex,38,0,-5.15,-6.18,6.18,-4.4,label box,0.1523,0.492,0.0109,0.0114,,
Ect,ectorhinal cortex,38,1,-5.15,6.05,6.05,-4.31,label box,0.7863,0.4849,0.0109,0.0119,,
IF,interfascicular nucleus,38,0,-5.15,0.01,0.01,-6.46,label box,0.4731,0.6582,0.0058,0.0119,,
IPC,"interpeduncular nucleus, caudal subnucleus",38,0,-5.15,0.03,0.03,-7.16,label box,0.4742,0.7151,0.0116,0.0119,,
IPD,"interpeduncular nucleus, dorsal subnucleus",38,0,-5.15,-0.32,0.32,-6.95,leader tip,0.4491,0.7347,0.0116,0.0182,0.4561,0.698
IPI,"interpeduncular nucleus, intermediate subnucleus",38,0,-5.15,0.3,0.3,-7.15,leader tip,0.4907,0.7366,0.0084,0.0165,0.4885,0.714
IPL,"interpeduncular nucleus, lateral subnucleus",38,0,-5.15,0.45,0.45,-7.05,leader tip,0.5058,0.7389,0.0109,0.0119,0.4961,0.7055
IPR,"interpeduncular nucleus, rostral subnucleus",38,0,-5.15,0.02,0.02,-6.7,label box,0.4739,0.6779,0.012,0.0119,,
InC,interstitial nucleus of Cajal,38,0,-5.15,-0.82,0.82,-4.61,label box,0.4302,0.5088,0.0109,0.0119,,
InC,interstitial nucleus of Cajal,38,1,-5.15,0.88,0.88,-4.6,label box,0.5185,0.5082,0.0109,0.0119,,
InG,intermediate gray layer of the superior colliculus,38,0,-5.15,-0.98,0.98,-2.1,label box,0.4221,0.306,0.0113,0.0119,,
InG,intermediate gray layer of the superior colliculus,38,1,-5.15,0.89,0.89,-2.18,label box,0.5191,0.3122,0.0113,0.0119,,
InWh,intermediate white layer of the superior colliculus,38,0,-5.15,-0.96,0.96,-2.34,label box,0.4231,0.3256,0.0178,0.0114,,
InWh,intermediate white layer of the superior colliculus,38,1,-5.15,0.92,0.92,-2.42,label box,0.5205,0.3318,0.0178,0.0114,,
LEnt,lateral entorhinal cortex,38,0,-5.15,-5.68,5.68,-5.53,label box,0.1786,0.583,0.0156,0.0114,,
LEnt,lateral entorhinal cortex,38,1,-5.15,5.49,5.49,-5.75,label box,0.7571,0.6011,0.0156,0.0114,,
LPAG,lateral periaqueductal gray,38,0,-5.15,-0.61,0.61,-3.97,label box,0.441,0.4568,0.0193,0.0125,,
LPAG,lateral periaqueductal gray,38,1,-5.15,0.62,0.62,-3.99,label box,0.5047,0.4585,0.0189,0.0125,,
MEnt,medial entorhinal cortex,38,0,-5.15,-4.82,4.82,-6.33,label box,0.2231,0.6477,0.0182,0.0114,,
MEnt,medial entorhinal cortex,38,1,-5.15,4.87,4.87,-6.51,label box,0.7253,0.6619,0.0182,0.0114,,
Me5,mesencephalic trigeminal nucleus,38,0,-5.15,-1.11,1.11,-3.76,label box,0.4152,0.4398,0.0149,0.0114,,
Me5,mesencephalic trigeminal nucleus,38,1,-5.15,1.15,1.15,-3.71,label box,0.5325,0.4358,0.0149,0.0182,,
MiTg,microcellular tegmental nucleus,38,0,-5.15,-1.98,1.98,-5.2,label box,0.3701,0.5568,0.0171,0.0148,,
MiTg,microcellular tegmental nucleus,38,1,-5.15,1.96,1.96,-5.2,label box,0.5745,0.5565,0.0174,0.0142,,
Op,optic nerve layer of the superior colliculus,38,0,-5.15,-0.98,0.98,-1.86,label box,0.4219,0.2869,0.0094,0.0148,,
Op,optic nerve layer of the superior colliculus,38,1,-5.15,0.88,0.88,-1.94,label box,0.5182,0.2932,0.0094,0.0148,,
PBG,parabigeminal nucleus,38,0,-5.15,-2.5,2.5,-5.23,label box,0.3432,0.5586,0.0149,0.0119,,
PRh,perirhinal cortex,38,0,-5.15,-6.03,6.03,-4.9,label box,0.1601,0.5324,0.0142,0.0114,,
PRh,perirhinal cortex,38,1,-5.15,6.16,6.16,-4.97,label box,0.792,0.5381,0.0142,0.0114,,
PTg,pedunculopontine tegmental nucleus,38,0,-5.15,-1.17,1.17,-6.23,label box,0.4121,0.6395,0.0131,0.0142,,
PTg,pedunculopontine tegmental nucleus,38,1,-5.15,1.13,1.13,-6.24,label box,0.5311,0.6401,0.0134,0.0142,,
PaR,pararubral nucleus,38,0,-5.15,-0.8,0.8,-5.62,label box,0.4313,0.5901,0.0138,0.0119,,
PaR,pararubral nucleus,38,1,-5.15,0.92,0.92,-5.68,label box,0.5205,0.5952,0.0138,0.0114,,
PaS,parasubiculum,38,0,-5.15,4,4,-5.56,label box,0.6799,0.5855,0.0131,0.0119,,
Post,postsubiculum,38,0,-5.15,-3.22,3.22,-2.51,label box,0.3058,0.3392,0.0156,0.0114,,
Post,postsubiculum,38,1,-5.15,3.58,3.58,-2.58,label box,0.6582,0.3446,0.0156,0.0119,,
PrCnF,precuneiform area,38,0,-5.15,-1.91,1.91,-4.45,label box,0.3735,0.4957,0.0211,0.0119,,
PrCnF,precuneiform area,38,1,-5.15,1.72,1.72,-4.47,label box,0.5619,0.4972,0.0211,0.0119,,
PrS,presubiculum,38,0,-5.15,4.28,4.28,-4.49,label box,0.6946,0.4991,0.012,0.0119,,
PrS,presubiculum,38,1,-5.15,-3.99,3.99,-4.46,label box,0.2662,0.4969,0.012,0.0125,,
RMC,"red nucleus, magnocellular part",38,0,-5.15,0.47,0.47,-5.69,label box,0.4969,0.5957,0.0171,0.0119,,
RRF,retrorubral field,38,0,-5.15,-1.42,1.42,-5.79,label box,0.399,0.604,0.0145,0.0114,,
RRF,retrorubral field,38,1,-5.15,1.41,1.41,-5.86,label box,0.5456,0.6094,0.0145,0.0114,,
RSD,retrosplenial dysgranular cortex,38,0,-5.15,-1.43,1.43,-0.57,label box,0.3986,0.1821,0.0153,0.0119,,
RSD,retrosplenial dysgranular cortex,38,1,-5.15,1.56,1.56,-0.55,label box,0.5536,0.181,0.0149,0.0119,,
RSGa,"retrosplenial granular cortex, a region",38,0,-5.15,-2.18,2.18,-1.47,label box,0.3597,0.2554,0.0203,0.0119,,
RSGa,"retrosplenial granular cortex, a region",38,1,-5.15,2.57,2.57,-1.6,label box,0.6057,0.2653,0.0203,0.0114,,
RSGb,"retrosplenial granular cortex, b region",38,0,-5.15,-1.26,1.26,-0.95,label box,0.4073,0.2134,0.0203,0.0119,,
RSGb,"retrosplenial granular cortex, b region",38,1,-5.15,1.64,1.64,-1.05,label box,0.5578,0.2213,0.0203,0.0119,,
SNC,"substantia nigra, compact part",38,0,-5.15,-1.56,1.56,-6.51,label box,0.3921,0.6622,0.0153,0.0119,,
SNC,"substantia nigra, compact part",38,1,-5.15,1.54,1.54,-6.64,label box,0.5523,0.6724,0.0153,0.0119,,
SNR,"substantia nigra, reticular part",38,0,-5.15,-1.91,1.91,-6.15,label box,0.3737,0.6332,0.0156,0.0119,,
SNR,"substantia nigra, reticular part",38,1,-5.15,2.01,2.01,-6.19,label box,0.5767,0.6366,0.0153,0.0119,,
STr,"subiculum, transition area",38,0,-5.15,-4.76,4.76,-4.34,label box,0.226,0.4869,0.0116,0.0125,,
STr,"subiculum, transition area",38,1,-5.15,4.85,4.85,-4.39,label box,0.7238,0.4906,0.0116,0.0119,,
